Word,DocId:Occurrence
longamente,"[(17, 1), (79, 1)]"
patrim,"[(17, 1), (76, 1), (88, 1), (188, 7), (191, 1), (204, 1), (217, 1), (241, 1)]"
Pacelli,"[(17, 1)]"
consciente,"[(17, 1), (29, 1), (31, 1), (36, 1), (157, 1), (195, 1), (197, 1)]"
períodos,"[(17, 1), (32, 1), (115, 1), (138, 1), (195, 1), (210, 1)]"
Vaticano,"[(17, 3), (69, 2), (79, 3)]"
tal,"[(17, 5), (25, 3), (30, 4), (46, 4), (69, 12), (76, 9), (87, 7), (149, 4), (152, 4), (172, 7), (173, 6), (177, 1), (191, 3), (193, 4), (233, 1)]"
anúncio,"[(17, 1), (19, 1), (28, 1), (42, 1), (43, 4), (64, 2), (82, 4), (97, 3), (100, 1), (103, 2), (127, 1), (136, 1), (141, 2), (145, 2), (165, 1), (166, 2), (200, 1), (208, 1), (211, 3), (237, 1), (246, 1)]"
assediado,"[(17, 1)]"
vistas,"[(17, 1), (108, 1), (135, 1), (145, 1), (156, 1)]"
melhores,"[(17, 1), (23, 1), (26, 1), (38, 1), (45, 1), (58, 2), (69, 1), (110, 1), (130, 1), (138, 1), (148, 1), (153, 1), (155, 1), (159, 1), (166, 1), (195, 2), (197, 1), (198, 1), (199, 1), (211, 1), (241, 1)]"
poderiam,"[(17, 2), (36, 1), (40, 1), (63, 1), (69, 1), (74, 1), (82, 1), (92, 1), (96, 1), (125, 1), (139, 1), (144, 1), (150, 1), (164, 1), (166, 1), (174, 1), (184, 1), (217, 1), (249, 2)]"
dúvidas,"[(17, 1), (34, 1), (45, 1), (57, 1), (66, 1), (79, 1), (86, 1), (130, 1), (143, 1), (145, 1), (162, 1), (169, 1), (184, 2), (197, 1), (205, 1), (206, 1), (218, 1), (231, 1)]"
Buenos,"[(17, 1), (93, 1), (130, 1), (146, 1), (169, 1), (190, 2)]"
envolvido,"[(17, 1), (86, 1), (204, 2), (211, 1), (217, 1)]"
gratuita,"[(17, 1), (86, 1), (110, 1), (217, 1), (221, 1)]"
provocação,"[(17, 1), (205, 1), (240, 1)]"
absolvição,"[(17, 1), (119, 1)]"
anunciar,"[(17, 1), (63, 1), (64, 2), (103, 1), (105, 1), (113, 1), (134, 1), (156, 1), (158, 1), (163, 1), (187, 1), (245, 1)]"
papado,"[(17, 1)]"
examinará,"[(17, 1)]"
repetidos,"[(17, 1), (151, 1)]"
berço,"[(17, 1)]"
diplomático,"[(17, 1), (42, 3)]"
conter,"[(17, 1), (61, 2), (97, 1), (122, 1), (165, 1), (179, 1), (210, 2), (246, 1), (249, 1)]"
tentativas,"[(17, 1), (63, 1), (66, 1), (125, 1), (163, 2), (216, 2)]"
gotas,"[(17, 1), (61, 1)]"
arcebispo,"[(17, 1)]"
padres,"[(17, 1), (180, 1)]"
vaticanos,"[(17, 3)]"
chama,"[(17, 2), (19, 2), (25, 4), (86, 3), (110, 1), (125, 1), (152, 1), (165, 2), (182, 1), (184, 4), (189, 2), (216, 1), (239, 1), (240, 2), (248, 2)]"
restem,"[(17, 1)]"
nostalgias,"[(17, 1)]"
condenação,"[(17, 1), (117, 1), (164, 1), (169, 1)]"
encurralada,"[(17, 1)]"
capilar,"[(17, 1)]"
XII,"[(17, 6)]"
positivamente,"[(17, 1), (26, 1), (197, 1)]"
ativa,"[(17, 3), (26, 3), (65, 3), (75, 2), (101, 2), (112, 2), (130, 3), (135, 1), (188, 1), (208, 2)]"
omitido,"[(17, 1), (223, 1)]"
antecessores,"[(17, 1), (60, 1)]"
concedendo,"[(17, 1), (151, 1)]"
judeus,"[(17, 1), (29, 1), (75, 1), (94, 1), (105, 1), (111, 1), (174, 1), (181, 1), (188, 1)]"
iniciativas,"[(17, 1), (134, 1), (143, 1), (150, 1), (162, 1), (166, 1), (208, 1), (211, 1), (242, 1), (248, 1)]"
Chefe,"[(17, 1)]"
conversou,"[(17, 1), (90, 1), (217, 1)]"
desconhecidos,"[(17, 1), (63, 1)]"
cardeal,"[(17, 1), (69, 1), (97, 1)]"
criticado,"[(17, 1)]"
gesto,"[(17, 1), (22, 2), (60, 3), (76, 1), (77, 1), (101, 3), (103, 1), (105, 2), (107, 1), (111, 1), (120, 1), (122, 1), (154, 2), (165, 1), (174, 4), (197, 3)]"
gestões,"[(17, 1), (46, 1), (97, 1), (221, 1)]"
Sobre,"[(17, 1), (26, 1), (66, 1), (77, 1), (142, 1), (202, 1), (205, 1), (223, 2), (240, 1)]"
antecipada,"[(17, 1), (77, 1), (91, 1), (136, 1)]"
apropriada,"[(17, 1), (32, 2), (75, 1), (188, 1)]"
Holocaustos,"[(17, 1)]"
nazistas,"[(17, 1), (181, 1), (188, 1)]"
coloca,"[(17, 1), (103, 2), (118, 2), (143, 1), (187, 1), (195, 3), (221, 3), (243, 2)]"
Papa,"[(17, 2), (79, 1), (93, 1)]"
Francisco,"[(17, 8), (29, 1), (40, 1), (47, 1), (61, 5), (65, 1), (69, 3), (79, 2), (93, 1), (115, 1), (130, 1), (164, 1), (207, 11)]"
possuidor,"[(17, 1), (198, 1)]"
recrudescimento,"[(17, 1)]"
publicar,"[(17, 1), (29, 1), (89, 1), (169, 1)]"
retrógrado,"[(17, 1), (248, 1)]"
recebidas,"[(17, 1)]"
oculto,"[(17, 1), (174, 1)]"
esconder,"[(17, 1), (172, 1)]"
publique,"[(17, 1)]"
barbárie,"[(17, 1), (166, 1)]"
profético,"[(17, 1), (172, 1)]"
profanação,"[(17, 1)]"
humanas,"[(17, 1), (108, 1)]"
dúvida,"[(17, 2), (25, 3), (35, 1), (63, 1), (70, 1), (84, 3), (103, 1), (108, 1), (111, 1), (125, 2), (127, 1), (140, 1), (154, 1), (172, 1), (175, 1), (180, 1), (181, 1), (198, 1)]"
informação,"[(17, 1), (21, 1), (34, 1), (89, 1), (97, 1), (102, 1), (110, 1), (141, 2), (145, 1), (147, 1), (153, 2), (163, 4), (180, 1), (211, 16), (215, 1), (224, 1), (228, 1)]"
cardeais,"[(17, 1), (69, 1)]"
únicos,"[(17, 1)]"
conservadora,"[(17, 1), (90, 1), (107, 1), (117, 1)]"
chamaria,"[(17, 1)]"
significar,"[(17, 1), (136, 1), (160, 1)]"
obscura,"[(17, 1)]"
espionagem,"[(17, 1), (65, 1)]"
Aires,"[(17, 1), (93, 1), (130, 1), (146, 1), (169, 1), (190, 2)]"
preveniu,"[(17, 1)]"
oculta,"[(17, 1)]"
França,"[(17, 1), (43, 1), (73, 1), (86, 1), (123, 1), (124, 1), (129, 1), (133, 1), (185, 1), (188, 2), (248, 1), (249, 1)]"
judeu,"[(17, 3), (101, 1), (198, 1)]"
pedidos,"[(17, 1), (130, 1), (131, 1), (143, 5), (151, 1), (217, 1)]"
recebimento,"[(17, 1), (202, 1)]"
legado,"[(17, 1), (95, 3), (103, 1), (108, 1), (187, 1), (188, 1), (199, 1), (247, 1)]"
progressista,"[(17, 1), (63, 1), (152, 1)]"
Pontificado,"[(17, 1)]"
multiplicação,"[(17, 1)]"
tranquilo,"[(17, 1), (47, 1), (53, 1), (58, 2), (65, 1), (154, 1)]"
revelar,"[(17, 1), (63, 1), (165, 1)]"
Skorka,"[(17, 2)]"
papa,"[(17, 6), (69, 3), (79, 2)]"
pontífice,"[(17, 1)]"
bispos,"[(17, 1), (69, 1), (164, 1)]"
dialogou,"[(17, 1)]"
confirmação,"[(17, 1), (178, 2)]"
Certamente,"[(17, 1), (114, 1), (187, 1)]"
Holocausto,"[(17, 4), (29, 1), (111, 1), (174, 1)]"
tentações,"[(17, 1), (168, 1)]"
ameaçar,"[(17, 1), (106, 1), (107, 1), (143, 2), (166, 1)]"
soubesse,"[(17, 1), (63, 1), (164, 1)]"
Cantos,"[(18, 1)]"
cortinas,"[(18, 1)]"
aprovar,"[(18, 1), (37, 1), (81, 1), (127, 1), (140, 1), (143, 1), (166, 1), (205, 2), (209, 2), (213, 1), (235, 3)]"
Damares,"[(18, 1), (151, 1), (213, 1)]"
holandeses,"[(18, 1), (49, 1), (71, 1)]"
insinuação,"[(18, 1), (173, 1)]"
durado,"[(18, 1)]"
importa,"[(18, 1), (40, 1), (89, 2), (93, 1), (143, 2), (146, 3), (155, 1), (189, 1), (248, 2)]"
ocupa,"[(18, 1), (60, 1), (86, 3), (102, 2), (110, 3), (205, 1)]"
habilidade,"[(18, 1), (189, 1)]"
denúncias,"[(18, 1), (19, 2), (52, 1), (97, 1), (115, 1), (223, 2)]"
previdenciária,"[(18, 1), (23, 1), (26, 1), (124, 1), (205, 1), (218, 1)]"
multiplicando,"[(18, 1), (214, 1)]"
episódios,"[(18, 1), (63, 3), (84, 1), (92, 1), (103, 1), (124, 1), (143, 1), (176, 2), (214, 1), (221, 1), (246, 1)]"
Vélez,"[(18, 2), (156, 1), (215, 4), (221, 1), (222, 5), (225, 3), (233, 2)]"
virado,"[(18, 1), (19, 1), (162, 1)]"
necessita,"[(18, 1), (29, 1), (34, 2), (65, 1)]"
limitará,"[(18, 1)]"
ouvidos,"[(18, 1), (37, 1), (158, 1), (202, 1), (220, 1), (238, 1)]"
hino,"[(18, 1), (56, 1), (115, 1), (120, 1), (216, 1), (221, 1), (229, 1)]"
palestras,"[(18, 1), (163, 1), (187, 1), (212, 1), (242, 1)]"
fantasias,"[(18, 1), (214, 1)]"
compartilhou,"[(18, 1), (118, 1), (176, 1)]"
Nos,"[(18, 1), (19, 1), (22, 1), (23, 1), (29, 1), (37, 2), (40, 1), (41, 1), (59, 1), (68, 1), (69, 1), (70, 2), (84, 1), (95, 1), (98, 1), (99, 1), (115, 1), (116, 1), (119, 1), (150, 1), (163, 2), (170, 1), (178, 1), (180, 1), (184, 1), (189, 4), (194, 1), (198, 1), (203, 2), (207, 2), (217, 3), (221, 1), (235, 1), (247, 1)]"
vulgarizando,"[(18, 1)]"
aplicado,"[(18, 1), (76, 1), (110, 1), (248, 1)]"
entrega,"[(18, 1), (73, 2), (97, 4), (188, 1), (217, 1), (236, 1)]"
slogan,"[(18, 1), (221, 1), (222, 1)]"
pastora,"[(18, 1)]"
urgente,"[(18, 1), (102, 1), (151, 5), (152, 1), (153, 1), (160, 1), (168, 1), (173, 2), (182, 1), (218, 1), (239, 1)]"
aluno,"[(18, 1), (80, 3), (110, 14), (214, 8), (239, 12)]"
igreja,"[(18, 1), (29, 1), (158, 1), (164, 8), (177, 1), (190, 1), (195, 1), (197, 3), (205, 1), (229, 1)]"
festa,"[(18, 2), (19, 3), (71, 1), (77, 1), (164, 5), (198, 1)]"
masturbavam,"[(18, 1)]"
escrúpulos,"[(18, 1), (189, 1)]"
evidente,"[(18, 1), (23, 1), (25, 2), (41, 1), (143, 1), (179, 1), (198, 1), (205, 2), (240, 1)]"
necessário,"[(18, 1), (19, 1), (26, 1), (32, 1), (36, 1), (37, 1), (63, 3), (69, 1), (82, 2), (84, 1), (92, 1), (93, 1), (99, 2), (108, 2), (119, 1), (124, 1), (144, 1), (151, 1), (153, 1), (163, 1), (165, 1), (197, 1), (203, 1), (217, 1), (220, 1), (227, 2), (233, 1), (242, 1)]"
eficaz,"[(18, 1), (36, 1), (99, 3), (130, 1), (170, 1)]"
austeridade,"[(18, 1), (129, 1)]"
apresentam,"[(18, 1), (86, 1), (102, 1), (110, 1), (184, 1), (199, 1)]"
crescimento,"[(18, 1), (22, 2), (23, 1), (24, 3), (25, 1), (28, 1), (32, 7), (34, 1), (37, 1), (56, 2), (84, 2), (95, 1), (96, 1), (108, 1), (123, 4), (127, 4), (129, 1), (132, 9), (135, 1), (138, 3), (144, 6), (151, 1), (155, 1), (165, 1), (167, 1), (168, 2), (173, 1), (184, 1), (190, 1), (194, 1), (203, 1), (211, 1), (218, 1)]"
fumaça,"[(18, 1)]"
divulgados,"[(18, 1), (127, 1), (142, 1), (147, 1), (217, 1)]"
adaptar,"[(18, 1), (32, 1), (125, 1), (148, 1), (153, 2), (197, 1), (198, 1), (201, 1)]"
prazo,"[(18, 1), (29, 1), (34, 1), (36, 1), (37, 2), (40, 1), (60, 1), (63, 1), (65, 3), (70, 1), (88, 1), (97, 1), (100, 1), (112, 1), (124, 1), (125, 1), (128, 1), (129, 2), (137, 2), (138, 4), (143, 1), (144, 1), (153, 1), (207, 1), (213, 1)]"
Milhares,"[(18, 1), (172, 1), (185, 1), (245, 1)]"
pareça,"[(18, 1), (124, 1)]"
ficaram,"[(18, 1), (63, 1), (64, 1), (70, 1), (89, 1), (95, 1), (138, 1), (166, 2), (216, 1), (217, 1), (238, 1), (246, 1), (249, 1)]"
paralelo,"[(18, 1), (136, 1), (183, 1)]"
Seus,"[(18, 1), (54, 1), (86, 1), (107, 1), (124, 1), (169, 1), (193, 1), (198, 1), (204, 1), (224, 1)]"
pregação,"[(18, 1)]"
reagido,"[(18, 1)]"
Carnaval,"[(18, 3), (19, 5), (151, 3), (164, 6), (201, 1), (226, 1)]"
limitadas,"[(18, 1), (165, 1)]"
tenha,"[(18, 1), (25, 2), (30, 1), (31, 1), (32, 2), (33, 1), (37, 2), (46, 1), (57, 1), (63, 2), (69, 1), (82, 3), (84, 3), (88, 1), (95, 1), (103, 2), (108, 1), (113, 1), (114, 1), (125, 1), (126, 1), (141, 1), (148, 1), (150, 2), (151, 4), (153, 3), (154, 1), (158, 1), (160, 1), (164, 1), (165, 1), (166, 3), (171, 1), (174, 1), (180, 1), (181, 2), (182, 1), (183, 1), (186, 1), (188, 3), (194, 1), (199, 1), (203, 1), (208, 1), (211, 1), (214, 2), (224, 1), (233, 2), (239, 2), (243, 1), (248, 2)]"
fiscal,"[(18, 1), (26, 1), (32, 5), (34, 1), (37, 2), (41, 1), (60, 1), (66, 1), (84, 1), (86, 1), (131, 1), (135, 2), (138, 1), (142, 1), (144, 1), (152, 2), (227, 1)]"
salpicam,"[(18, 1)]"
tecendo,"[(18, 1)]"
tivessem,"[(18, 1), (69, 1), (73, 1), (125, 1), (151, 1), (155, 1), (172, 1), (193, 1), (224, 1)]"
Twitter,"[(18, 2), (19, 3), (64, 3), (80, 2), (93, 1), (97, 1), (98, 1), (105, 1), (110, 1), (120, 1), (140, 1), (145, 1), (151, 1), (152, 1), (166, 1), (203, 1), (205, 3), (209, 1), (212, 1), (215, 1), (226, 1), (228, 1), (229, 1), (240, 1)]"
tuítes,"[(18, 1)]"
sustente,"[(18, 1)]"
cantando,"[(18, 1), (63, 1), (183, 1), (197, 1), (221, 1)]"
diferentes,"[(18, 1), (19, 2), (20, 1), (29, 2), (36, 2), (41, 1), (43, 1), (54, 1), (59, 1), (60, 7), (63, 3), (69, 2), (70, 1), (82, 1), (89, 1), (102, 1), (108, 1), (111, 1), (123, 1), (129, 1), (130, 2), (136, 1), (139, 1), (150, 1), (151, 1), (152, 1), (153, 1), (154, 1), (175, 2), (178, 2), (180, 1), (181, 1), (196, 1), (207, 1), (216, 1), (225, 1), (232, 1), (241, 1), (248, 1)]"
houve,"[(18, 1), (25, 6), (36, 2), (47, 2), (49, 1), (63, 6), (86, 1), (95, 1), (98, 1), (119, 1), (124, 2), (133, 2), (139, 1), (146, 1), (161, 1), (162, 2), (175, 1), (189, 2), (197, 1), (215, 1), (224, 1), (226, 1), (229, 1), (238, 1), (241, 1)]"
plano,"[(18, 1), (19, 1), (23, 1), (28, 2), (29, 1), (34, 1), (37, 4), (45, 1), (52, 1), (57, 1), (61, 1), (63, 1), (69, 4), (76, 1), (82, 8), (89, 1), (90, 3), (97, 2), (98, 3), (107, 1), (110, 1), (115, 2), (117, 1), (120, 1), (135, 2), (136, 4), (142, 2), (143, 1), (152, 2), (167, 1), (169, 2), (190, 1), (215, 2), (220, 1), (247, 3)]"
alertou,"[(18, 1), (63, 1), (70, 2), (88, 1), (125, 1), (144, 1), (163, 1), (213, 1), (246, 1)]"
rígido,"[(18, 1), (129, 1), (167, 1), (223, 1)]"
incursão,"[(18, 1)]"
protagonizados,"[(18, 1), (182, 1)]"
diariamente,"[(18, 1), (34, 1), (93, 1), (102, 1), (110, 1), (179, 1), (197, 1)]"
repitam,"[(18, 1)]"
comemoraram,"[(18, 1)]"
pitoresco,"[(18, 1)]"
colega,"[(18, 1), (164, 1), (181, 3), (205, 1), (210, 1), (213, 1), (223, 1), (238, 2)]"
indignados,"[(18, 1), (185, 1)]"
amplamente,"[(18, 1), (60, 1), (229, 1)]"
espalhou,"[(18, 1)]"
seguidores,"[(18, 2), (19, 4), (22, 1), (86, 1), (88, 1), (95, 1), (107, 1), (151, 1), (154, 1), (164, 1), (208, 1), (218, 1), (221, 1), (245, 1)]"
reforma,"[(18, 1), (23, 1), (26, 5), (37, 8), (95, 1), (108, 1), (117, 1), (123, 1), (138, 7), (140, 7), (144, 1), (166, 7), (168, 4), (173, 7), (185, 4), (204, 1), (205, 8), (209, 4), (210, 1), (213, 3), (215, 1), (216, 1), (218, 3), (225, 1), (229, 1), (231, 2), (235, 1), (236, 3), (240, 5), (248, 7)]"
blocos,"[(18, 1), (19, 1), (107, 1), (139, 2), (210, 1)]"
inconsistência,"[(18, 1)]"
alvo,"[(18, 1), (20, 1), (26, 1), (27, 1), (43, 1), (47, 1), (84, 1), (105, 1), (141, 1), (152, 1), (174, 3), (175, 3), (197, 1), (217, 2), (224, 1), (225, 1), (230, 3), (238, 2)]"
clara,"[(18, 1), (20, 1), (30, 2), (60, 1), (123, 1), (128, 1), (153, 2), (172, 1), (173, 2), (198, 1), (201, 1), (221, 1), (236, 1)]"
fiéis,"[(18, 2), (69, 1), (101, 1), (154, 1), (164, 3), (172, 2)]"
temer,"[(18, 1), (166, 1)]"
Junto,"[(18, 1), (176, 1)]"
urinando,"[(18, 1)]"
lucidez,"[(18, 1), (193, 1)]"
junta,"[(18, 1), (115, 1), (169, 1)]"
tuíte,"[(18, 2), (41, 1), (64, 2)]"
demonstrou,"[(18, 1), (26, 1), (105, 1), (128, 1), (182, 1), (225, 1), (240, 2)]"
cargo,"[(18, 3), (27, 1), (28, 1), (32, 1), (47, 6), (49, 1), (50, 1), (63, 1), (64, 1), (100, 1), (104, 2), (105, 1), (107, 1), (110, 1), (113, 1), (115, 4), (117, 1), (140, 2), (143, 1), (150, 1), (151, 1), (160, 1), (162, 1), (184, 1), (189, 1), (205, 6), (207, 2), (215, 1), (221, 1), (222, 1), (223, 1), (227, 1), (235, 3), (236, 1), (247, 1), (249, 1)]"
benefício,"[(18, 1), (60, 2), (73, 2), (124, 2), (135, 1), (140, 3), (153, 2), (157, 1), (185, 1), (203, 2), (213, 1), (237, 1), (240, 3)]"
distrair,"[(18, 1), (149, 1)]"
isto,"[(18, 2), (19, 2), (22, 3), (45, 2), (57, 2), (63, 6), (96, 2), (102, 1), (108, 1), (130, 1), (152, 2), (157, 1), (189, 3), (197, 2), (198, 3), (233, 2)]"
ministra,"[(18, 1), (23, 1), (82, 5), (86, 3), (90, 2), (91, 1), (95, 1), (107, 3), (144, 1), (151, 7), (210, 1), (213, 1)]"
evangélica,"[(18, 1), (221, 1)]"
polarizadoras,"[(18, 1)]"
membros,"[(18, 1), (36, 1), (41, 2), (63, 1), (65, 1), (69, 2), (80, 2), (88, 2), (98, 1), (102, 1), (104, 1), (110, 1), (117, 1), (125, 1), (151, 1), (163, 1), (175, 1), (185, 3), (197, 1), (202, 1), (205, 2), (249, 1)]"
degradam,"[(18, 1)]"
ministros,"[(18, 1), (19, 2), (21, 1), (22, 1), (42, 1), (63, 1), (82, 1), (84, 1), (88, 1), (95, 1), (107, 1), (115, 1), (129, 1), (133, 1), (138, 1), (205, 2), (235, 1)]"
erros,"[(18, 1), (74, 1), (150, 1), (238, 1)]"
acabem,"[(18, 1)]"
vaias,"[(18, 1), (95, 1), (122, 1)]"
absurdos,"[(18, 1)]"
documentarista,"[(19, 1), (151, 1), (166, 1), (187, 1)]"
expressar,"[(19, 1), (33, 1), (122, 1), (172, 1)]"
planejamento,"[(19, 1), (115, 2), (147, 1), (161, 1), (178, 1), (217, 1), (220, 1), (222, 2), (241, 1)]"
garotos,"[(19, 2), (31, 1), (39, 1), (76, 5), (110, 1), (184, 1), (196, 3)]"
economia,"[(19, 1), (23, 1), (24, 2), (26, 2), (32, 4), (34, 7), (37, 2), (60, 1), (69, 5), (83, 1), (86, 2), (89, 2), (95, 1), (108, 1), (124, 2), (125, 8), (127, 6), (129, 2), (132, 3), (136, 1), (137, 2), (138, 10), (139, 1), (142, 1), (143, 1), (144, 4), (150, 3), (152, 3), (155, 4), (173, 1), (204, 1), (213, 1), (218, 1), (225, 1), (232, 2), (236, 1), (240, 1), (248, 2)]"
investigações,"[(19, 1), (66, 4), (69, 1), (162, 1), (169, 1), (181, 2), (204, 1), (205, 1), (206, 3), (223, 1), (241, 1)]"
efetiva,"[(19, 1), (25, 2), (83, 1), (139, 1), (152, 2), (217, 1), (223, 2), (248, 1)]"
vulgaridade,"[(19, 1)]"
eleições,"[(19, 1), (25, 2), (34, 1), (36, 1), (47, 1), (65, 1), (66, 5), (69, 8), (73, 1), (84, 2), (86, 5), (88, 3), (90, 3), (91, 1), (95, 1), (96, 2), (100, 2), (101, 1), (102, 2), (103, 1), (107, 2), (120, 2), (127, 1), (138, 1), (149, 1), (150, 1), (152, 2), (163, 1), (166, 1), (167, 1), (168, 1), (207, 2), (210, 2), (211, 3), (234, 1), (246, 1), (248, 1)]"
fundamentar,"[(19, 1)]"
Secretaria,"[(19, 2), (115, 12), (172, 1), (205, 1), (207, 1), (209, 1), (217, 1), (225, 1), (227, 1), (228, 1), (229, 1)]"
marca,"[(19, 1), (41, 3), (116, 1), (124, 2), (125, 1), (135, 1), (136, 4), (166, 2), (178, 5), (182, 2), (207, 1), (228, 1), (229, 1), (243, 4), (249, 1)]"
precária,"[(19, 1), (125, 1), (144, 1)]"
maiúscula,"[(19, 1)]"
ecoarem,"[(19, 1)]"
seguidamente,"[(19, 1), (151, 1), (166, 1)]"
mentia,"[(19, 2)]"
Política,"[(19, 1), (25, 1), (89, 1), (102, 1), (109, 1), (148, 2), (223, 1), (238, 1)]"
pressionado,"[(19, 1)]"
fritou,"[(19, 1)]"
Franco,"[(19, 1), (151, 10), (162, 1), (173, 1), (202, 2), (204, 1), (206, 1), (215, 1), (238, 1)]"
urros,"[(19, 2)]"
Transporte,"[(19, 1), (220, 1)]"
confortável,"[(19, 1), (41, 1), (222, 1)]"
bolsomonarquia,"[(19, 3), (166, 1)]"
agronegócio,"[(19, 1), (217, 1)]"
cognitiva,"[(19, 1), (173, 1)]"
barulhentas,"[(19, 1)]"
garante,"[(19, 1), (47, 1), (82, 1), (119, 1), (131, 1), (183, 1), (189, 1)]"
pedaços,"[(19, 1), (102, 1), (249, 1)]"
declarar,"[(19, 1), (40, 1), (166, 1), (218, 1), (227, 1), (235, 1), (247, 1)]"
Conselho,"[(19, 1), (21, 1), (29, 1), (45, 1), (61, 1), (64, 1), (75, 1), (90, 1), (101, 1), (115, 3), (136, 1), (220, 1), (226, 1)]"
desdisse,"[(19, 1)]"
Szabó,"[(19, 3)]"
trapalhona,"[(19, 1)]"
fazem,"[(19, 1), (23, 1), (25, 1), (54, 1), (60, 1), (63, 1), (69, 2), (87, 1), (94, 2), (117, 1), (130, 2), (136, 1), (137, 2), (141, 2), (144, 1), (150, 1), (151, 1), (157, 3), (166, 1), (174, 1), (206, 1), (211, 2), (217, 1), (225, 1), (241, 1), (249, 1)]"
educadas,"[(19, 1)]"
Penitenciária,"[(19, 1)]"
aparecido,"[(19, 1)]"
Vende,"[(19, 1)]"
comprovadamente,"[(19, 1), (151, 1)]"
demitido,"[(19, 1), (47, 1), (49, 1), (131, 1), (189, 1), (215, 1), (225, 1)]"
ampliar,"[(19, 1), (36, 1), (53, 1), (136, 1), (166, 2), (236, 1)]"
falado,"[(19, 2)]"
desconvite,"[(19, 1)]"
Mentira,"[(19, 1)]"
confirma,"[(19, 1), (229, 1)]"
hashtag,"[(19, 1), (80, 1), (140, 1)]"
Mourão,"[(19, 1), (166, 1), (205, 2), (225, 1), (229, 1), (237, 1)]"
coincidência,"[(19, 1), (121, 1), (149, 1), (151, 13), (169, 1), (174, 1)]"
confraternizam,"[(19, 1)]"
população,"[(19, 2), (25, 4), (37, 1), (61, 2), (70, 2), (78, 1), (92, 1), (96, 3), (99, 3), (100, 1), (108, 4), (112, 1), (117, 1), (119, 1), (138, 2), (148, 4), (150, 2), (151, 9), (159, 1), (166, 9), (173, 1), (179, 1), (204, 1), (214, 1), (217, 3), (226, 1), (228, 1), (232, 1), (237, 1), (238, 1), (240, 1), (245, 1), (248, 5), (249, 1)]"
crise,"[(19, 2), (23, 1), (32, 2), (33, 2), (34, 6), (41, 1), (45, 1), (47, 3), (49, 2), (69, 7), (81, 1), (83, 1), (84, 1), (87, 1), (91, 1), (96, 1), (97, 2), (104, 1), (107, 2), (125, 1), (127, 1), (129, 7), (131, 1), (138, 6), (143, 6), (150, 1), (152, 1), (157, 3), (165, 1), (166, 2), (167, 1), (178, 1), (183, 1), (189, 1), (215, 1), (223, 1), (248, 1), (249, 1)]"
atendeu,"[(19, 1), (30, 1), (179, 1), (226, 1), (237, 1)]"
determinados,"[(19, 1), (22, 1), (25, 1), (82, 2), (109, 1), (211, 1)]"
clamor,"[(19, 1)]"
segue,"[(19, 3), (128, 1), (132, 1), (145, 2), (147, 2), (166, 2), (183, 1), (205, 1), (206, 1), (216, 2), (223, 1), (229, 2), (231, 1), (233, 2), (242, 1)]"
topo,"[(19, 1), (46, 1), (109, 4), (130, 1), (195, 1), (204, 1), (244, 7), (245, 1)]"
prole,"[(19, 3), (207, 1), (249, 1)]"
gostou,"[(19, 2), (178, 1), (193, 1)]"
comunismo,"[(19, 1), (25, 2), (29, 2), (95, 1), (172, 1), (173, 1), (175, 1), (208, 1), (229, 2)]"
ética,"[(19, 1), (33, 1), (63, 1), (65, 1), (93, 1), (151, 2), (189, 3), (190, 2)]"
marionete,"[(19, 1)]"
aferição,"[(19, 1)]"
republicano,"[(19, 1), (66, 2), (81, 2), (173, 1)]"
malfeitos,"[(19, 1)]"
masculina,"[(19, 1), (25, 1), (79, 1), (115, 1), (121, 1), (133, 2), (148, 1), (195, 1)]"
interinamente,"[(19, 1), (27, 1), (28, 1), (47, 1), (233, 1)]"
irresponsabilidade,"[(19, 1), (99, 1), (215, 1)]"
nomear,"[(19, 1), (33, 1)]"
diga,"[(19, 1), (207, 1)]"
cálculos,"[(19, 1), (76, 1), (107, 1), (172, 1)]"
decidido,"[(19, 1), (31, 1), (49, 1), (54, 1), (63, 1), (82, 1), (104, 1), (173, 1), (214, 1), (215, 1), (225, 1)]"
mencionou,"[(19, 1), (73, 1), (188, 1)]"
desconvidar,"[(19, 1)]"
enrolados,"[(19, 1)]"
feita,"[(19, 1), (26, 1), (37, 1), (78, 1), (108, 1), (173, 1), (175, 1), (202, 1), (203, 1), (207, 4), (213, 1), (214, 1), (217, 2), (218, 1), (224, 1), (234, 1), (235, 2), (236, 2), (237, 1), (246, 1)]"
central,"[(19, 1), (25, 2), (34, 1), (95, 1), (97, 1), (99, 1), (111, 1), (142, 1), (151, 1), (177, 1), (219, 1), (220, 1), (230, 1)]"
internet,"[(19, 3), (141, 1), (153, 1), (202, 1), (210, 1), (211, 4), (216, 1), (239, 2)]"
seguirá,"[(19, 1), (39, 1), (55, 1)]"
mal,"[(19, 3), (20, 1), (25, 2), (38, 1), (55, 1), (57, 2), (63, 4), (65, 1), (73, 1), (84, 1), (87, 1), (92, 2), (95, 1), (109, 4), (122, 2), (129, 4), (133, 1), (140, 3), (152, 2), (153, 1), (157, 1), (158, 1), (159, 1), (165, 1), (166, 4), (172, 1), (178, 1), (189, 3), (195, 1), (198, 2), (209, 1), (210, 2), (215, 1), (216, 1), (249, 1)]"
